Basic_Model_Number_m,Individual_Model_Number_Covered_by_Basic_Model_m,Annual_Energy_Use__Kilowatt_Hours_Year__d,Total_Adjusted_Volume__Cubic_Feet__d,Product_Group_Code_Description_s,energy_per_volume
WC36S-1,PRB15C01****,260.0,3.4,(13A.) Compact all-refrigerators - automatic defrost,76.47058823529412
LRYXC2606*,LRYXC2606*,699.0,32.1,(5A.) Refrigerator-freezer - automatic defrost with bottom-mounted freezer with through-the-door ice service,21.775700934579437
BCD-606WAEASCC,HBF2064/HZ4602,500.0,26.3,(4.) Refrigerator-freezers - automatic defrost with side-mounted freezer without an automatic icemaker,19.011406844106464
BCD-456WAEASCC,HBF1558/HZ8551,460.0,20.2,(4.) Refrigerator-freezers - automatic defrost with side-mounted freezer without an automatic icemaker,22.772277227722775
HD-663FWENZ,GRM183U*,398.0,21.0,(3.) Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic icemaker,18.952380952380953
UR-BCD572WX-SQ (B),CTR21W***,390.0,25.0,(3.) Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic icemaker,15.6
UR-BCD572WX-SQ (B),CTR21PL***,390.0,25.0,(3.) Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic icemaker,15.6
FF1159SS3,FF1159SS3**,263.0,12.0,(3.) Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic icemaker,21.916666666666668
HS1668,FF61W**,294.0,5.5,(13A.) Compact all-refrigerators - automatic defrost,53.45454545454545
HS1668,FF63BK**,294.0,5.5,(13A.) Compact all-refrigerators - automatic defrost,53.45454545454545
HS1661X,FF61**,294.0,5.5,(13A.) Compact all-refrigerators - automatic defrost,53.45454545454545
HS1661X2,FF63B**,294.0,5.5,(13A.) Compact all-refrigerators - automatic defrost,53.45454545454545
HTS1568(B),CT66BK2SS**,347.0,5.5,(12.) Compact refrigerator-freezers - partial automatic defrost,63.09090909090909
ALPRF66B,ALPRF66B**,347.0,5.5,(12.) Compact refrigerator-freezers - partial automatic defrost,63.09090909090909
BRF611WH,BRF611WH***,347.0,5.5,(12.) Compact refrigerator-freezers - partial automatic defrost,63.09090909090909
HTS1568,CT661W**,347.0,5.5,(12.) Compact refrigerator-freezers - partial automatic defrost,63.09090909090909
HTS1568,CT663BK**,347.0,5.5,(12.) Compact refrigerator-freezers - partial automatic defrost,63.09090909090909
HS1668(2)BSS,FF708BLSS**,291.0,5.1,(13A.) Compact all-refrigerators - automatic defrost,57.05882352941177
HC-969WE(UR-BCD745WZ-DT),MDRS969FGF04PRR,715.0,33.6,(7.) Refrigerator-freezers - automatic defrost with side-mounted freezer with through-the-door ice service,21.279761904761905
HS-121LN(S4NZ1),HS-121LN,220.0,3.3,(11A.) Compact all-refrigerators - manual defrost,66.66666666666667
BD200YC,CF7F1B,250.0,12.3,(18.) Compact chest freezers,20.32520325203252
K69400NEBLU,BBBF2813IM,515.0,15.5,(5I-BI.) Built-In Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,33.225806451612904
4w9g60-27,AZF33X16D*,466.0,27.6,(9.) Upright freezers with automatic defrost without an automatic icemaker,16.884057971014492
4w9g60-27,MZF34X16D*,466.0,27.6,(9.) Upright freezers with automatic defrost without an automatic icemaker,16.884057971014492
4w9g60-27,WZF34X16D*,466.0,27.6,(9.) Upright freezers with automatic defrost without an automatic icemaker,16.884057971014492
BC-46-E,"CCRR16H*?""*"" represents ""B"" or ""W or V"" for appearance color?",230.0,1.6,(11A.) Compact all-refrigerators - manual defrost,143.75
BCD-90-E,"CCRD32*?""*"" represents ""B"" or ""W or V"" for appearance color?",358.0,3.9,(12.) Compact refrigerator-freezers - partial automatic defrost,91.7948717948718
BC-113-E,"CCR40*?""*"" represents ""B"" or ""W or V"" for appearance color?",249.0,4.0,(11A.) Compact all-refrigerators - manual defrost,62.25
BC-90U-E,"CCR32*?""*"" represents ""B"" or ""W or V"" for appearance color?",243.0,3.2,(11A.) Compact all-refrigerators - manual defrost,75.9375
BC-70-E,"CCR26*?""*"" represents ""B"" or ""W or V"" for appearance color?",238.0,2.6,(11A.) Compact all-refrigerators - manual defrost,91.53846153846153
BC-46-E,"CCR16*?""*"" represents ""B"" or ""W or V"" for appearance color?",230.0,1.6,(11A.) Compact all-refrigerators - manual defrost,143.75
PRR24C01AS-OD,PRR24C01AS-OD,278.0,5.6,(13A.) Compact all-refrigerators - automatic defrost,49.642857142857146
PRKB24C01AG,PRKB24C01AG,283.0,6.1,(13A.) Compact all-refrigerators - automatic defrost,46.39344262295082
PRB24C01CBSG,PRB24C01CBSG,289.0,5.6,(13A.) Compact all-refrigerators - automatic defrost,51.60714285714286
PRB24C01AS-ADA,PRB24C01AS-ADA,274.0,5.1,(13A.) Compact all-refrigerators - automatic defrost,53.72549019607843
UBV24C01BPG,UBV24C01BPG,309.0,5.6,(13A.) Compact all-refrigerators - automatic defrost,55.17857142857143
PRB24C01AS-OD,PRB24C01AS-OD,278.0,5.6,(13A.) Compact all-refrigerators - automatic defrost,49.642857142857146
Guest Fridge 65-B-FD-SLIM,Guest Fridge 65-B-FD-SLIM,240.0,1.7,(13A.) Compact all-refrigerators - automatic defrost,141.1764705882353
LRFCC23D6*,LRFCC23D6*,595.0,28.4,(5I.) Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,20.950704225352112
7W7P41-25,ASI2575G****,702.0,31.5,(7.) Refrigerator-freezers - automatic defrost with side-mounted freezer with through-the-door ice service,22.285714285714285
7w7p40-26,WRS325SDH***,702.0,31.5,(7.) Refrigerator-freezers - automatic defrost with side-mounted freezer with through-the-door ice service,22.285714285714285
7w7p40-26,WRS325SDH*0*,702.0,31.5,(7.) Refrigerator-freezers - automatic defrost with side-mounted freezer with through-the-door ice service,22.285714285714285
7W7P41-25,ASI2575G**0*,702.0,31.5,(7.) Refrigerator-freezers - automatic defrost with side-mounted freezer with through-the-door ice service,22.285714285714285
7W7P41-25,5004*71*,702.0,31.5,(7.) Refrigerator-freezers - automatic defrost with side-mounted freezer with through-the-door ice service,22.285714285714285
BU-145,236 09 48 0*,276.0,5.0,(13A.) Compact all-refrigerators - automatic defrost,55.2
US-BSR-100,"US-BSR-100,US-BSR-101,US-BSR-102",218.0,3.2,(11A.) Compact all-refrigerators - manual defrost,68.125
US-BSR-019,"US-BSR-017, US-BSR-019",216.0,1.9,(16.) Compact upright freezers with manual defrost,113.6842105263158
4w3n41-15,WRT134TFD*0*,336.0,17.3,(3.) Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic icemaker,19.421965317919074
4w3in41-15,IRT134FD*0*,420.0,17.3,(3I.) Refrigerator-freezers - automatic defrost with top-mounted freezer with an automatic icemaker without through-the-door ice service,24.277456647398843
4w3ig12-47,WRT311FZD*,520.0,25.1,(3I.) Refrigerator-freezers - automatic defrost with top-mounted freezer with an automatic icemaker without through-the-door ice service,20.717131474103585
4w3g12-47,WRT311FZD*,436.0,25.1,(3.) Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic icemaker,17.37051792828685
4w3n42-29,WRT314TFD*0*,373.0,17.3,(3.) Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic icemaker,21.560693641618496
4w3in42-29,WRT314TFD*0*,457.0,17.3,(3I.) Refrigerator-freezers - automatic defrost with top-mounted freezer with an automatic icemaker without through-the-door ice service,26.416184971098264
4W3IG10-11,WRT511SZD*0*,527.0,26.0,(3I.) Refrigerator-freezers - automatic defrost with top-mounted freezer with an automatic icemaker without through-the-door ice service,20.26923076923077
4W3G10-11,WRT511SZD*0*,443.0,26.0,(3.) Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic icemaker,17.03846153846154
4w3ig80-58,WRT108FFD***,495.0,22.0,(3I.) Refrigerator-freezers - automatic defrost with top-mounted freezer with an automatic icemaker without through-the-door ice service,22.5
4w3ig80-58,ART308FFD*,495.0,22.0,(3I.) Refrigerator-freezers - automatic defrost with top-mounted freezer with an automatic icemaker without through-the-door ice service,22.5
4w3g80-58,WRT318FZD***,411.0,22.0,(3.) Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic icemaker,18.681818181818183
4w3g80-58,WRT108FFD***,411.0,22.0,(3.) Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic icemaker,18.681818181818183
4w3g80-58,MRT118FFF***,411.0,22.0,(3.) Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic icemaker,18.681818181818183
4w3g80-58,ART308FFD*,411.0,22.0,(3.) Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic icemaker,18.681818181818183
4w3n40-28,WRT104TFD*0*,373.0,17.3,(3.) Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic icemaker,21.560693641618496
4w3n40-28,ART104TFD*0*,373.0,17.3,(3.) Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic icemaker,21.560693641618496
4w3in40-28,WRT104TFD*0*,457.0,17.3,(3I.) Refrigerator-freezers - automatic defrost with top-mounted freezer with an automatic icemaker without through-the-door ice service,26.416184971098264
HS-255FN(2NZ)-C,MRU07B3AWW,195.0,12.1,(11.) Compact refrigerator-freezers and refrigerators other than all-refrigerators with manual defrost,16.115702479338843
HS-255FN(2NZ)-C,MRU07M3ASL,195.0,12.1,(11.) Compact refrigerator-freezers and refrigerators other than all-refrigerators with manual defrost,16.115702479338843
HS-186CN(NZK)-C,HS-186CN(NZ),185.0,8.8,(11.) Compact refrigerator-freezers and refrigerators other than all-refrigerators with manual defrost,21.02272727272727
HS-259CN(NZK)-C,MRC070S0AWW,195.0,12.3,(11.) Compact refrigerator-freezers and refrigerators other than all-refrigerators with manual defrost,15.853658536585366
4W5IG01-25,WRF560SMY*0*,618.0,24.5,(5I.) Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,25.224489795918366
4W5IG01-25,MFW2055FR***,618.0,24.5,(5I.) Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,25.224489795918366
4W5IG01-25,MFW2055DR*0*,618.0,24.5,(5I.) Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,25.224489795918366
4W5IG01-25,KRFF300E****,618.0,24.5,(5I.) Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,25.224489795918366
4W5IG01-25,IX5BBEXD*0*,618.0,24.5,(5I.) Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,25.224489795918366
UL-BD300-D,EFRF1003,235.0,18.4,(10.) Chest freezers and all other freezers except compact freezers,12.771739130434783
UL-BD142-D,EFRF5003-B-6COM,210.0,8.6,(18.) Compact chest freezers,24.41860465116279
BC-70DAN,RFR283-STAINLESS-6COM,210.0,2.5,(11A.) Compact all-refrigerators - manual defrost,84.0
UL-BD400-D,HBFRF1497/HZ7941,235.0,18.4,(10.) Chest freezers and all other freezers except compact freezers,12.771739130434783
UL-BD400-D,HZ7941,235.0,18.4,(10.) Chest freezers and all other freezers except compact freezers,12.771739130434783
UL-BD400-D,HZ7941/HBFRF1497,235.0,18.4,(10.) Chest freezers and all other freezers except compact freezers,12.771739130434783
F72019V,UL-BD198-D,235.0,12.3,(18.) Compact chest freezers,19.10569105691057
F52019V,UL-BD142-D,210.0,8.6,(18.) Compact chest freezers,24.41860465116279
BD-282,80275,233.0,17.6,(10.) Chest freezers and all other freezers except compact freezers,13.238636363636363
UL-BD300-D,RFRF1049,235.0,18.4,(10.) Chest freezers and all other freezers except compact freezers,12.771739130434783
FR321-BULT,"FR321-BULT,FR321-BULT-COM,FR321-BULT-6COM",218.0,3.2,(11A.) Compact all-refrigerators - manual defrost,68.125
4w9g00-14,WZF34X20D*,525.0,34.6,(9.) Upright freezers with automatic defrost without an automatic icemaker,15.173410404624278
HD-113FN(S5NZ),MDRT134FGF04PRR,270.0,3.8,(12.) Compact refrigerator-freezers - partial automatic defrost,71.05263157894737
BCD-95ANB,RR001,320.0,3.8,(12.) Compact refrigerator-freezers - partial automatic defrost,84.21052631578948
BCD-95ANB,453-6340,320.0,3.8,(12.) Compact refrigerator-freezers - partial automatic defrost,84.21052631578948
HD-113FN(S5NZ),MRM31D2BST,270.0,3.8,(12.) Compact refrigerator-freezers - partial automatic defrost,71.05263157894737
EFR323,"EFR321-AMZ,EFR323,EFR331-B-BLACK,EFR331-BLACK-AB,EFR331-B-WHITE,EFR333-BLACK-COM,EFR376-B-BLUE,EFR376-B-PINK-COM,EFR376-B-RED,EFR376-B-WHITE-COM",206.0,3.2,(11A.) Compact all-refrigerators - manual defrost,64.375
RS2474F3**#,RS2474F3J*,379.0,18.8,(9I-BI.) Built-in upright freezers with automatic defrost with an automatic icemaker,20.159574468085104
RS2474S3**#,RS2474S3RH*,152.0,10.8,(3A-BI.) Built-in All-refrigerators - automatic defrost,14.074074074074073
BCD-720WPIBFIZ9/HC1(H),HRF254N6DSE,696.0,31.4,(5A.) Refrigerator-freezer - automatic defrost with bottom-mounted freezer with through-the-door ice service,22.1656050955414
NFT050GN00,NFT050GA00,215.0,8.8,(18.) Compact chest freezers,24.43181818181818
BCD-516WY/HC1(H),QGT18C-S,363.0,21.1,(3.) Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic icemaker,17.20379146919431
BCD-516WY/HC1(H),QGT18C-B,363.0,21.1,(3.) Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic icemaker,17.20379146919431
HS-507SQREF,FFFFD1933-28LS,204.0,13.8,(3A.) All-refrigerators - automatic defrost,14.782608695652174
HS-507FWENDT,DSD-507WMU,434.0,24.3,(9.) Upright freezers with automatic defrost without an automatic icemaker,17.86008230452675
BD-715,VFX25UW,429.0,44.0,(10.) Chest freezers and all other freezers except compact freezers,9.75
BD-605,VFX21UW,375.0,37.0,(10.) Chest freezers and all other freezers except compact freezers,10.135135135135135
BD150YC,CF5F1B,216.0,8.8,(18.) Compact chest freezers,24.545454545454543
BD150YC,CF5F2G,216.0,8.8,(18.) Compact chest freezers,24.545454545454543
BD150YC,WBCF52G,216.0,8.8,(18.) Compact chest freezers,24.545454545454543
BD200YC,CF7F2G,250.0,12.3,(18.) Compact chest freezers,20.32520325203252
BD200YC,WBCF70W,250.0,12.3,(18.) Compact chest freezers,20.32520325203252
BD200YC,WBCF71B,250.0,12.3,(18.) Compact chest freezers,20.32520325203252
BD200YC,WBCF72G,250.0,12.3,(18.) Compact chest freezers,20.32520325203252
BD282,CF10F1B,233.0,17.6,(10.) Chest freezers and all other freezers except compact freezers,13.238636363636363
BD282,CF10F2G,233.0,17.6,(10.) Chest freezers and all other freezers except compact freezers,13.238636363636363
BD282,WBCF100W,233.0,17.6,(10.) Chest freezers and all other freezers except compact freezers,13.238636363636363
BD200YC,AFX07UW,250.0,12.3,(18.) Compact chest freezers,20.32520325203252
RF23CB9900**,RF23CB9900**,631.0,29.2,(5I.) Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,21.60958904109589
HBFRF1749,HBFRF1749,325.0,30.1,(10.) Chest freezers and all other freezers except compact freezers,10.79734219269103
EFRF1003-6COM,EFRF1003-6COM,233.0,17.6,(10.) Chest freezers and all other freezers except compact freezers,13.238636363636363
HBFRF1749-3BCOM,HBFRF1749-3BCOM,325.0,30.1,(10.) Chest freezers and all other freezers except compact freezers,10.79734219269103
BD-200C-E,HMCF7W5,250.0,12.3,(18.) Compact chest freezers,20.32520325203252
BD-150C-E,HMCF5W5,218.0,8.8,(18.) Compact chest freezers,24.77272727272727
BCD-610WP1BWF1S3/HC1(H),MRF216N6T*E,660.0,26.9,(5A.) Refrigerator-freezer - automatic defrost with bottom-mounted freezer with through-the-door ice service,24.53531598513011
BCD-610WP1BWF1S3/HC1(H),HRF216N6P*E,660.0,26.9,(5A.) Refrigerator-freezer - automatic defrost with bottom-mounted freezer with through-the-door ice service,24.53531598513011
BCD-610WP1BWF1S3/HC1(H),HRF216N6P*EW,660.0,26.9,(5A.) Refrigerator-freezer - automatic defrost with bottom-mounted freezer with through-the-door ice service,24.53531598513011
4w7Z10-24,WRSA71CIH*0*,654.0,25.9,(7.) Refrigerator-freezers - automatic defrost with side-mounted freezer with through-the-door ice service,25.25096525096525
4w7Z10-24,WRS571CIH*0*,654.0,25.9,(7.) Refrigerator-freezers - automatic defrost with side-mounted freezer with through-the-door ice service,25.25096525096525
4w7Z10-24,5178*41*,654.0,25.9,(7.) Refrigerator-freezers - automatic defrost with side-mounted freezer with through-the-door ice service,25.25096525096525
7W7P10-27,WRS321SDH***,702.0,31.5,(7.) Refrigerator-freezers - automatic defrost with side-mounted freezer with through-the-door ice service,22.285714285714285
7w7t42-04,IRS335SDH*0*,640.0,31.5,(7.) Refrigerator-freezers - automatic defrost with side-mounted freezer with through-the-door ice service,20.317460317460316
7W7Z40-08,WRS555SI**0*,701.0,31.4,(7.) Refrigerator-freezers - automatic defrost with side-mounted freezer with through-the-door ice service,22.32484076433121
BBBF361,BBBF361,670.0,26.6,(5I-BI.) Built-In Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,25.18796992481203
BBB36*3,BBB36*3,605.0,26.7,(5I-BI.) Built-In Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,22.65917602996255
M25J_5I_K1,XNE25JSK****,609.0,30.2,(5I.) Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,20.165562913907284
M25J_5I_K1,XNE25JGK****,609.0,30.2,(5I.) Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,20.165562913907284
M26G_5A_M1,XFE26JSM****,700.0,31.9,(5A.) Refrigerator-freezer - automatic defrost with bottom-mounted freezer with through-the-door ice service,21.9435736677116
M23S_7_P1,XSS23GYP****,673.0,28.3,(7.) Refrigerator-freezers - automatic defrost with side-mounted freezer with through-the-door ice service,23.780918727915193
M25G_7_P1,XSS25GYP****,708.0,32.4,(7.) Refrigerator-freezers - automatic defrost with side-mounted freezer with through-the-door ice service,21.85185185185185
M25G_7_P1,XSS25GGP***,708.0,32.4,(7.) Refrigerator-freezers - automatic defrost with side-mounted freezer with through-the-door ice service,21.85185185185185
M18_3_1,RMTC051****1,411.0,22.1,(3.) Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic icemaker,18.5972850678733
M13_3_0,RGEC036****0,361.0,15.9,(3.) Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic icemaker,22.70440251572327
EFRF114,EFRF114,240.0,1.9,(16.) Compact upright freezers with manual defrost,126.31578947368422
RFR459-B-COM,RFR459-B-COM,368.0,5.8,(12.) Compact refrigerator-freezers - partial automatic defrost,63.44827586206897
TFR834-B,TFR834-B,350.0,3.9,(12.) Compact refrigerator-freezers - partial automatic defrost,89.74358974358975
RFR834-C,"RFR832-D-BLACK,RFR832-D-WHITE,RFR834-B-COM,RFR834-C",350.0,3.9,(12.) Compact refrigerator-freezers - partial automatic defrost,89.74358974358975
HS-164LN(S3NZ),MERM44S1ASL,269.0,4.4,(13A.) Compact all-refrigerators - automatic defrost,61.13636363636363
HS-259CN(SNZK)-C,MDRC258FZA01PRR,190.0,12.3,(11.) Compact refrigerator-freezers and refrigerators other than all-refrigerators with manual defrost,15.447154471544714
HS-259CN(SNZK)-C,MRC07M7AWW,190.0,12.3,(11.) Compact refrigerator-freezers and refrigerators other than all-refrigerators with manual defrost,15.447154471544714
HS-259CN(SNZK)-C,MRC07M6AWW,190.0,12.3,(11.) Compact refrigerator-freezers and refrigerators other than all-refrigerators with manual defrost,15.447154471544714
4w3in80-19,IRT138FD*0*,455.0,22.1,(3I.) Refrigerator-freezers - automatic defrost with top-mounted freezer with an automatic icemaker without through-the-door ice service,20.588235294117645
4w3n80-19,ART348FFF***,370.0,22.1,(3.) Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic icemaker,16.7420814479638
4w3n80-19,WRT148FZD*,370.0,22.1,(3.) Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic icemaker,16.7420814479638
4w3in80-19,WRT148FZD*,455.0,22.1,(3I.) Refrigerator-freezers - automatic defrost with top-mounted freezer with an automatic icemaker without through-the-door ice service,20.588235294117645
4w3ig80-59,WRT108FZD*0*,495.0,22.0,(3I.) Refrigerator-freezers - automatic defrost with top-mounted freezer with an automatic icemaker without through-the-door ice service,22.5
4w3ig80-59,WRT108FFD***,495.0,22.0,(3I.) Refrigerator-freezers - automatic defrost with top-mounted freezer with an automatic icemaker without through-the-door ice service,22.5
4w3g80-59,WRT318FZD***,411.0,22.0,(3.) Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic icemaker,18.681818181818183
4w3g80-59,WRT108FZD*0*,411.0,22.0,(3.) Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic icemaker,18.681818181818183
4w3g80-59,MRT118FFF***,411.0,22.0,(3.) Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic icemaker,18.681818181818183
4w3g80-59,ART318FFD*,411.0,22.0,(3.) Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic icemaker,18.681818181818183
4w3g80-59,ART308FFD*,411.0,22.0,(3.) Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic icemaker,18.681818181818183
6w3in80-37,WRT518SZKV***,484.0,20.7,(3I.) Refrigerator-freezers - automatic defrost with top-mounted freezer with an automatic icemaker without through-the-door ice service,23.381642512077295
6w3in80-37,WRT518SZF***,484.0,20.7,(3I.) Refrigerator-freezers - automatic defrost with top-mounted freezer with an automatic icemaker without through-the-door ice service,23.381642512077295
9w3i20-10,6780*,429.0,13.8,(3I.) Refrigerator-freezers - automatic defrost with top-mounted freezer with an automatic icemaker without through-the-door ice service,31.08695652173913
9w3i20-10,WRT112CZJ***,429.0,13.8,(3I.) Refrigerator-freezers - automatic defrost with top-mounted freezer with an automatic icemaker without through-the-door ice service,31.08695652173913
US-BSR-008,"US-BSR-008,US-BSR-007",206.0,1.6,(11A.) Compact all-refrigerators - manual defrost,128.75
HD-113FN(S5NZ),CR31TABDDSS,270.0,3.8,(12.) Compact refrigerator-freezers - partial automatic defrost,71.05263157894737
DFF116B2*,DFF116B2SSDBL,310.0,14.0,(3.) Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic icemaker,22.142857142857142
DRF485300**,DRF485300**,672.0,33.8,(5I-BI.) Built-In Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,19.88165680473373
BC-80WSE/HC,FF1532BSS***,255.0,2.9,(13A.) Compact all-refrigerators - automatic defrost,87.93103448275862
BCH-75WSD/HC,SPHC30***,280.0,2.4,(13A.) Compact all-refrigerators - automatic defrost,116.66666666666667
IRBP 51,IRBP5170,278.0,10.3,(3A-BI.) Built-in All-refrigerators - automatic defrost,26.99029126213592
SCB 57,SCB5790IM,370.0,15.5,(5I.) Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,23.870967741935484
A17A2,A17A2,154.0,1.9,(11A.) Compact all-refrigerators - manual defrost,81.05263157894737
4w3g12-48,WRT311FZD*,436.0,25.1,(3.) Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic icemaker,17.37051792828685
RFR1055-BLACK,"RFR1055-BLUE, RFR1055-RED, RFR1085, RFR1085-BLACK, RFR1089",290.0,11.8,(2.) Refrigerator-freezers - partial automatic defrost,24.576271186440678
HBFRF1494-WHITE-3BCOM,HBFRF1494-WHITE-3BCOM,440.0,24.6,(9.) Upright freezers with automatic defrost without an automatic icemaker,17.88617886178862
BC-90DANB,HBF3210-WHITE-6COM,215.0,3.1,(11A.) Compact all-refrigerators - manual defrost,69.35483870967742
BC-90DANB,HBF3210-BLACK-6COM,215.0,3.1,(11A.) Compact all-refrigerators - manual defrost,69.35483870967742
BC-50DAN,EFR176-WHITE-6COM,200.0,1.6,(11A.) Compact all-refrigerators - manual defrost,125.0
S36_5I-BI_N,ZICS360NV****,607.0,26.1,(5I-BI.) Built-In Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,23.256704980842912
S36_5I-BI_N,ZIC360NV****,607.0,26.1,(5I-BI.) Built-In Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,23.256704980842912
M25E_5I_R,MDF25EYR****,610.0,30.3,(5I.) Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,20.13201320132013
S20S_5I-BI_VZ,ZIC363IPV****,654.0,24.9,(5I-BI.) Built-In Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,26.265060240963855
EFR780,"EFR780,EFR780-6COM",380.0,8.8,(12.) Compact refrigerator-freezers - partial automatic defrost,43.18181818181818
HS-87LN(S5NZ),MERM24S1ASL,213.0,2.4,(11A.) Compact all-refrigerators - manual defrost,88.75
TFRF520-F-SM-6COM,TFRF520-F-SM-6COM,216.0,8.8,(18.) Compact chest freezers,24.545454545454543
TFRF710-G-SM-6COM,TFRF710-G-SM-6COM,250.0,12.3,(18.) Compact chest freezers,20.32520325203252
DFF142E1SSDB,DFF142E1SSDB,333.0,17.1,(3.) Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic icemaker,19.473684210526315
DFF142E1WDB,DFF142E1WDB,333.0,17.1,(3.) Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic icemaker,19.473684210526315
HMB17SS,HMB17SS**,270.0,1.6,(13A.) Compact all-refrigerators - automatic defrost,168.75
LMB22SS,LMB22SS**,270.0,1.6,(13A.) Compact all-refrigerators - automatic defrost,168.75
HMB16B,HMB16B**,270.0,1.6,(13A.) Compact all-refrigerators - automatic defrost,168.75
BC-48L,MB41B**,270.0,1.6,(13A.) Compact all-refrigerators - automatic defrost,168.75
FC2-370,FF1087B**,297.0,12.2,(3.) Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic icemaker,24.34426229508197
HD-663FWEN,MSTF18SSR,362.0,21.1,(3.) Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic icemaker,17.156398104265403
HQ-679RWEN,MRF18B3AST,595.0,22.7,(5I.) Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,26.211453744493394
HQ-679RWEN(UR-BCD522WX1-SQ),MRF18B3AST,511.0,22.7,(5.) Refrigerator-freezers - automatic defrost with bottom-mounted freezer without an automatic icemaker,22.51101321585903
HQ-679RWEN(UR-BCD522WX1-SQ),MRF18B1AST,511.0,22.7,(5.) Refrigerator-freezers - automatic defrost with bottom-mounted freezer without an automatic icemaker,22.51101321585903
HQ-679RWEN,CFDMH1834**,549.0,22.7,(5I.) Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,24.185022026431717
BD/BC-590WP2NA1/HC1(E),HFU210N6CVE,494.0,37.2,(9.) Upright freezers with automatic defrost without an automatic icemaker,13.279569892473118
BD/BC-590WP2NA1/HC,HFU210N6CVE,302.0,21.2,(1A.) All-refrigerators - manual defrost,14.245283018867925
BD/BC-590WP2NA1/HC1(E),FV21C6AWE,494.0,37.2,(9.) Upright freezers with automatic defrost without an automatic icemaker,13.279569892473118
BD/BC-590WP2NA1/HC,FV21C6AWE,302.0,21.2,(1A.) All-refrigerators - manual defrost,14.245283018867925
BD/BC-590WP2NA1/HC,HFU210N6CWE,302.0,21.2,(1A.) All-refrigerators - manual defrost,14.245283018867925
TFR725,TFR725,380.0,8.8,(12.) Compact refrigerator-freezers - partial automatic defrost,43.18181818181818
