Brand_Name_s__s,Product_Group_Code_Description_s,Basic_Model_Number_m,Individual_Model_Number_Covered_by_Basic_Model_m,Total_Adjusted_Volume__Cubic_Feet__d,Annual_Energy_Use__Kilowatt_Hours_Year__d,Total_Refrigerated_Volume__ft3__d,Is_the_Certification_for_this_Basic_Model_Based_on_a_Waiver_of_DOE_s_Test_Procedure_Requirements__s,Is_the_Certification_based_upon_any_Exception_Relief_from_an_Applicable_Standard_by_DOE_s_Office_of_Hearing_and_Appeals__s,Link_to_FTC_EnergyGuide_Label_s
COMMERCIAL COOL,(11A.) Compact all-refrigerators - manual defrost,CCRR4ALB,"CCRR4ALW, CCRR4ALR",4.4,227.0,4.4,No,No,By annual report date
Hisense,(10.) Chest freezers and all other freezers except compact freezers,LC87D6EWD,FC87D6EWD,15.3,218.0,8.7,No,No,https://assets.hisense-usa.com/assets/Energy-Guides/2020/HA/Freezer/029c86dc27/FC87D6EWD.jpg [assets.hisense-usa.com]
WHIRLPOOL,(3I.) Refrigerator-freezers - automatic defrost with top-mounted freezer with an automatic icemaker without through-the-door ice service,4w3ig80-50,WRT318FZD***,22.0,495.0,18.2,No,No,https://www.whirlpool.com/services/manuals.html
MAYTAG,(3I.) Refrigerator-freezers - automatic defrost with top-mounted freezer with an automatic icemaker without through-the-door ice service,4w3ig80-50,MRT118FFF***,22.0,495.0,18.2,No,No,https://www.whirlpool.com/services/manuals.html
AMANA,(3I.) Refrigerator-freezers - automatic defrost with top-mounted freezer with an automatic icemaker without through-the-door ice service,4w3ig80-50,ART318FFD*,22.0,495.0,18.2,No,No,https://www.whirlpool.com/services/manuals.html
WHIRLPOOL,(3.) Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic icemaker,4w3g80-50,WRT108FZD*0*,22.0,411.0,18.2,No,No,https://www.whirlpool.com/services/manuals.html
WHIRLPOOL,(3.) Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic icemaker,4w3g80-50,WRT108FFD***,22.0,411.0,18.2,No,No,https://www.whirlpool.com/services/manuals.html
AMANA,(3.) Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic icemaker,4w3g80-50,ART308FFD*,22.0,411.0,18.2,No,No,https://www.whirlpool.com/services/manuals.html
WHIRLPOOL,(3.) Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic icemaker,4w3n41-11,WRT134TFD*0*,17.3,336.0,14.3,No,No,https://www.whirlpool.com/services/manuals.html
IKEA,(3.) Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic icemaker,4w3n41-11,IRT134FD*0*,17.3,336.0,14.3,No,No,https://www.whirlpool.com/services/manuals.html
WHIRLPOOL,(5I.) Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,4w5ig00-09,WRFA60SFH*0*,24.5,618.0,19.7,No,No,https://www.whirlpool.com/services/manuals.html
WHIRLPOOL,(5I.) Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,4w5ig00-09,WRF560SFY*0*,24.5,618.0,19.7,No,No,https://www.whirlpool.com/services/manuals.html
WHIRLPOOL,(5.) Refrigerator-freezers - automatic defrost with bottom-mounted freezer without an automatic icemaker,4w5g00-09,WRFA60SFH*0*,24.5,534.0,19.7,No,No,https://www.whirlpool.com/services/manuals.html
MAYTAG,(5.) Refrigerator-freezers - automatic defrost with bottom-mounted freezer without an automatic icemaker,4w5g00-09,MFB2055FR***,24.5,534.0,19.7,No,No,https://www.whirlpool.com/services/manuals.html
MAYTAG,(5.) Refrigerator-freezers - automatic defrost with bottom-mounted freezer without an automatic icemaker,4w5g00-09,MFB2055DR*0*,24.5,534.0,19.7,No,No,https://www.whirlpool.com/services/manuals.html
WHIRLPOOL,(5I.) Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,4w5ig01-21,WRF560SMH*0*,24.5,618.0,19.7,No,No,https://www.whirlpool.com/services/manuals.html
WHIRLPOOL,(5I.) Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,4w5ig01-21,WRF560SEY*0*,24.5,618.0,19.7,No,No,https://www.whirlpool.com/services/manuals.html
KITCHENAID,(5I.) Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,4w5ig01-21,KRFF300E****,24.5,618.0,19.7,No,No,https://www.whirlpool.com/services/manuals.html
IKEA,(5I.) Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,4w5ig01-21,IX5BBEXD*0*,24.5,618.0,19.7,No,No,https://www.whirlpool.com/services/manuals.html
WHIRLPOOL,(3I.) Refrigerator-freezers - automatic defrost with top-mounted freezer with an automatic icemaker without through-the-door ice service,4w3in10-14,WRT541SZD*0*,26.0,483.0,21.3,No,No,https://www.whirlpool.com/services/manuals.html
WHIRLPOOL,(3.) Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic icemaker,4w3n40-23,WRT104TFD*0*,17.3,373.0,14.3,No,No,https://www.whirlpool.com/services/manuals.html
AMANA,(3I.) Refrigerator-freezers - automatic defrost with top-mounted freezer with an automatic icemaker without through-the-door ice service,4w3in40-23,ART104TFD*0*,17.3,457.0,14.3,No,No,https://www.whirlpool.com/services/manuals.html
Kenmore,(3I.) Refrigerator-freezers - automatic defrost with top-mounted freezer with an automatic icemaker without through-the-door ice service,9w3i20-06,6780*,13.8,429.0,11.6,No,No,https://www.kenmore.com/energyguide/
Kenmore,(3.) Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic icemaker,9w320-06,6780*,13.8,345.0,11.6,No,No,https://www.kenmore.com/energyguide/
Whirlpool,(3.) Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic icemaker,9w320-06,WRT112CZJ***,13.8,345.0,11.6,No,No,https://www.whirlpool.com/services/manuals.html
Whirlpool,(3.) Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic icemaker,4w3n42-25,WRT314TFD*0*,17.3,373.0,14.3,No,No,https://www.whirlpool.com/services/manuals.html
Whirlpool,(3I.) Refrigerator-freezers - automatic defrost with top-mounted freezer with an automatic icemaker without through-the-door ice service,4w3in42-25,WRT314TFD*0*,17.3,457.0,14.3,No,No,https://www.whirlpool.com/services/manuals.html
Alpicool,(11A.) Compact all-refrigerators - manual defrost,ENX52,ENX52,2.0,210.0,2.0,No,No,http://doe.alpicool.com/
Alpicool,(11A.) Compact all-refrigerators - manual defrost,ENX62,ENX62,2.3,208.0,2.3,No,No,http://doe.alpicool.com/
HAMILTON BEACH,(11A.) Compact all-refrigerators - manual defrost,HBF3200-BLACK,"HBF3200-RED,HBF3200-CORAL,HBF3200-BLUE,HBF3200-WHITE,HBF3200-MOONBM,HBF3200-CREAM,HBF3210-BLACK,HBF3210-WHITE,HBF3210-CORAL,HBF3210-MOONBM,HBF3210-CORAL,HBF3210-BLUE,HBF3210-CREAM",3.2,218.0,3.2,No,No,By annual report date
Epic,(1A.) All-refrigerators - manual defrost,ERAR88RED,ERAR88RED,8.3,209.0,8.3,No,No,http://
Epic,(1A.) All-refrigerators - manual defrost,ERAR88SVR,ERAR88SVR,8.3,209.0,8.3,No,No,http://
WHIRLPOOL,(7.) Refrigerator-freezers - automatic defrost with side-mounted freezer with through-the-door ice service,7w7p41-18,WRS315SD**0*,31.5,702.0,24.6,No,No,https://www.whirlpool.com/services/manuals.html
KENMORE,(7.) Refrigerator-freezers - automatic defrost with side-mounted freezer with through-the-door ice service,7w7p41-18,5004*71*,31.5,702.0,24.6,No,No,https://www.kenmore.com/energyguide/
AMANA,(7.) Refrigerator-freezers - automatic defrost with side-mounted freezer with through-the-door ice service,7w7p41-18,ASI2575G**0*,31.5,702.0,24.6,No,No,https://www.whirlpool.com/services/manuals.html
BLIZZ,(11A.) Compact all-refrigerators - manual defrost,E-G45,E-G45,1.7,186.0,1.7,No,No,http://doe.alpicool.com/
Alpicool,(11A.) Compact all-refrigerators - manual defrost,TW75,TW75,2.6,210.0,2.6,No,No,http://doe.alpicool.com/
Alpicool,(11A.) Compact all-refrigerators - manual defrost,TW95,TW95,3.2,215.0,3.2,No,No,http://doe.alpicool.com/
Alpicool,(11A.) Compact all-refrigerators - manual defrost,TWW95,TWW95,3.2,224.0,3.2,No,No,http://doe.alpicool.com/
FINLUX,(13A.) Compact all-refrigerators - automatic defrost,153(x),153 TTR1047WH,4.8,228.0,4.8,No,No,By annual report date
FINLUX,(16.) Compact upright freezers with manual defrost,2451(x),2451 DUF1650WH,11.6,256.0,6.6,No,No,By annual report date
ecoMax,(12.) Compact refrigerator-freezers - partial automatic defrost,BCD-127-E,EF-45330-MC-B,5.5,330.0,4.5,No,No,By annual report date
CONSERV,(11A.) Compact all-refrigerators - manual defrost,BC-128C-E,CREF 45 SS,4.4,252.0,4.4,No,No,By annual report date
Vissani,(11A.) Compact all-refrigerators - manual defrost,DF1-153MCF,HVR440HSEF,4.4,228.0,4.4,No,No,By annual report date
Vissani,(11A.) Compact all-refrigerators - manual defrost,DF1-153MCF,HVR440HWEF,4.4,228.0,4.4,No,No,By annual report date
PREMIUM LEVELLA,(9.) Upright freezers with automatic defrost without an automatic icemaker,BD-398WE,PFV1406XS,24.6,396.0,14.0,No,No,By annual report date
PREMIUM LEVELLA,(9.) Upright freezers with automatic defrost without an automatic icemaker,BD-398WE,PFV1405XW,24.6,396.0,14.0,No,No,By annual report date
BLIZZ,(11A.) Compact all-refrigerators - manual defrost,G45,G45,1.8,189.0,1.8,No,No,http://doe.alpicool.com/
Alpicool,(11A.) Compact all-refrigerators - manual defrost,BD110,BD110,3.6,206.0,3.6,No,No,http://doe.alpicool.com/
BLIZZ,(11A.) Compact all-refrigerators - manual defrost,G135D,G135D,4.5,242.0,4.5,No,No,http://doe.alpicool.com/
BougeRV,(11A.) Compact all-refrigerators - manual defrost,E45,E45,1.7,186.0,1.7,No,No,http://doe.alpicool.com/
Midea,(7.) Refrigerator-freezers - automatic defrost with side-mounted freezer with through-the-door ice service,HC-969WE(UR-BCD745WZ-DT),MRS26D7AWW,33.6,715.0,26.3,No,No,By annual report date
Midea,(7.) Refrigerator-freezers - automatic defrost with side-mounted freezer with through-the-door ice service,HC-969WE(UR-BCD745WZ-DT),MRS26D7ABB,33.6,715.0,26.3,No,No,By annual report date
HOMECRAFT,(18.) Compact chest freezers,HCCFESS70,HCCFESS70**********,12.3,250.0,7.0,No,No,By annual report date
Alpicool,(11A.) Compact all-refrigerators - manual defrost,TA55,TA55,1.9,200.0,1.9,No,No,http://doe.alpicool.com/
Alpicool,(11A.) Compact all-refrigerators - manual defrost,TS50,TS50,1.8,140.0,1.8,No,No,http://doe.alpicool.com/
HAMILTON BEACH,(12.) Compact refrigerator-freezers - partial automatic defrost,HBFR7500,"HBFR7500,HBFR727,HBFR7500-BLACK,HBFR7500-RED,HBFR7500-WHITE,HBFR725",8.8,380.0,7.5,No,No,By annual report date
LG,(5I.) Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,LRFGC2706*,LRFGC2706*,33.1,632.0,26.5,No,No,https://www.lg.com/global/support/ftclabel
Hisense,(11.) Compact refrigerator-freezers and refrigerators other than all-refrigerators with manual defrost,WMS053M6XVE,WMS053M6XVE,5.7,273.0,5.4,No,No,https://assets.hisense-usa.com [assets.hisense-usa.com]
Hisense,(11.) Compact refrigerator-freezers and refrigerators other than all-refrigerators with manual defrost,WMS053M6XVE,LMS053M6RVE,5.7,273.0,5.4,No,No,https://assets.hisense-usa.com [assets.hisense-usa.com]
AMANA,(9.) Upright freezers with automatic defrost without an automatic icemaker,4w9G60-24,AZF33X16D*,27.6,466.0,15.7,No,No,https://www.whirlpool.com/services/manuals.html
MAYTAG,(9.) Upright freezers with automatic defrost without an automatic icemaker,4w9G60-24,MZF34X16D*,27.6,466.0,15.7,No,No,https://www.whirlpool.com/services/manuals.html
MAXXIMUM,(13A.) Compact all-refrigerators - automatic defrost,MAXBC52SD,MAXBC52SD,5.2,258.0,5.2,No,No,By annual report date
Hisense,(13A.) Compact all-refrigerators - automatic defrost,BC-47/HC1(H),LMS016M6RBE,1.6,246.0,1.6,No,No,https://assets.hisense-usa.com/assets/Energy-Guides/2022/eb54288a53/LMS016M6RBE.pdf [assets.hisense-usa.com]
Hisense,(13A.) Compact all-refrigerators - automatic defrost,BC-47/HC1(H),RC16A1GBE,1.6,246.0,1.6,No,No,https://www.hisense-canada.com/en/home-appliances/all-refrigerators/ [hisense-canada.com]
Hisense,(13A.) Compact all-refrigerators - automatic defrost,BC-47/HC1(H),RC16A1G*E,1.6,246.0,1.6,No,No,https://www.hisense-canada.com/en/home-appliances/all-refrigerators/ [hisense-canada.com]
Hisense,(13A.) Compact all-refrigerators - automatic defrost,BC-94DJ1NA1/HC1(Q),5131223,3.3,260.0,3.3,No,No,https://assets.hisense-usa.com/assets/Energy-Guides/2022/18029d8e7f/LMS033M6RVE.pdf
Hisense,(13A.) Compact all-refrigerators - automatic defrost,BC-73DJ1NA1/HC1(Q),LMS026M6RBE,2.5,254.0,2.5,No,No,https://assets.hisense-usa.com/assets/Energy-Guides/2022/450b9cb73c/LMS026M6RBE.pdf [assets.hisense-usa.com]
Hisense,(13A.) Compact all-refrigerators - automatic defrost,BC-73DJ1NA1/HC1(Q),LMS026M6RVE,2.5,254.0,2.5,No,No,https://assets.hisense-usa.com/assets/Energy-Guides/2022/736874d7ab/LMS026M6RVE.pdf [assets.hisense-usa.com]
PREMIUM LEVELLA,(3I.) Refrigerator-freezers - automatic defrost with top-mounted freezer with an automatic icemaker without through-the-door ice service,RF-510WI,PRNIM18*****,21.3,448.0,18.1,No,No,By annual report date
PREMIUM LEVELLA,(3I.) Refrigerator-freezers - automatic defrost with top-mounted freezer with an automatic icemaker without through-the-door ice service,RF-600WI,PRNIM20*****,24.1,469.0,20.4,No,No,By annual report date
JENN-AIR,(3A-BI.) Built-in All-refrigerators - automatic defrost,8W3ABI10-01,JBRF*36IGX**,21.4,360.0,21.4,No,No,https://www.whirlpool.com/services/manuals.html
JENN-AIR,(5I-BI.) Built-In Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,4w5ibic41-01,JF42NXFXDE**,29.1,694.0,24.2,No,No,https://www.whirlpool.com/services/manuals.html
WHIRLPOOL,(5.) Refrigerator-freezers - automatic defrost with bottom-mounted freezer without an automatic icemaker,7W5g21-04,WRF532SNH*,27.0,500.0,22.1,No,No,https://www.whirlpool.com/services/manuals.html
WHIRLPOOL,(5I.) Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,7w5ij50-18,WRFA35SWH*,30.8,615.0,25.2,No,No,https://www.whirlpool.com/services/manuals.html
WHIRLPOOL,(5I.) Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,7w5ij50-18,WRF535SWH*,30.8,615.0,25.2,No,No,https://www.whirlpool.com/services/manuals.html
WHIRLPOOL,(5I.) Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,7w5ij50-18,WRF535SMH*,30.8,615.0,25.2,No,No,https://www.whirlpool.com/services/manuals.html
MAYTAG,(5I.) Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,4w5ij20-26,MBF2258FE***,27.0,584.0,22.1,No,No,https://www.whirlpool.com/services/manuals.html
MAYTAG,(5I.) Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,4w5ij20-26,MBF2258DE*,27.0,584.0,22.1,No,No,https://www.whirlpool.com/services/manuals.html
WHIRLPOOL,(5A.) Refrigerator-freezer - automatic defrost with bottom-mounted freezer with through-the-door ice service,6w5ab50-19,WRF555SDH*,29.9,685.0,24.7,No,No,https://www.whirlpool.com/services/manuals.html
WHIRLPOOL,(5A.) Refrigerator-freezer - automatic defrost with bottom-mounted freezer with through-the-door ice service,6w5ab50-19,WRF555SDF***,29.9,685.0,24.7,No,No,https://www.whirlpool.com/services/manuals.html
MAYTAG,(5A.) Refrigerator-freezer - automatic defrost with bottom-mounted freezer with through-the-door ice service,6w5ab50-19,MFI2570FE***,29.9,685.0,24.7,No,No,https://www.whirlpool.com/services/manuals.html
IKEA,(5A.) Refrigerator-freezer - automatic defrost with bottom-mounted freezer with through-the-door ice service,6w5ab50-19,IX7DDEXGZ*,29.9,685.0,24.7,No,No,https://www.whirlpool.com/services/manuals.html
KITCHENAID,(5A.) Refrigerator-freezer - automatic defrost with bottom-mounted freezer with through-the-door ice service,5w5am61-08,WRV996FDE***,31.5,767.0,25.8,No,No,https://www.whirlpool.com/services/manuals.html
KITCHENAID,(5A.) Refrigerator-freezer - automatic defrost with bottom-mounted freezer with through-the-door ice service,5w5am61-08,KRMF706ESS**,31.5,767.0,25.8,No,No,https://www.whirlpool.com/services/manuals.html
KITCHENAID,(5A.) Refrigerator-freezer - automatic defrost with bottom-mounted freezer with through-the-door ice service,5w5am61-08,KRMF706EBS**,31.5,767.0,25.8,No,No,https://www.whirlpool.com/services/manuals.html
KITCHENAID,(5A.) Refrigerator-freezer - automatic defrost with bottom-mounted freezer with through-the-door ice service,5w5am61-08,KRMF606ESS**,31.5,767.0,25.8,No,No,https://www.whirlpool.com/services/manuals.html
WHIRLPOOL,(5A.) Refrigerator-freezer - automatic defrost with bottom-mounted freezer with through-the-door ice service,8W5A70-11,WRF757SDH*0*,33.0,710.0,27.0,No,No,https://www.whirlpool.com/services/manuals.html
MAYTAG,(5A.) Refrigerator-freezer - automatic defrost with bottom-mounted freezer with through-the-door ice service,8W5A70-11,MFT2772HE*0*,33.0,710.0,27.0,No,No,https://www.whirlpool.com/services/manuals.html
KITCHENAID,(5A.) Refrigerator-freezer - automatic defrost with bottom-mounted freezer with through-the-door ice service,8W5A70-11,KRFF507H**0*,33.0,710.0,27.0,No,No,https://www.whirlpool.com/services/manuals.html
KITCHENAID,(5A.) Refrigerator-freezer - automatic defrost with bottom-mounted freezer with through-the-door ice service,8W5A70-11,KRFF577K**0*,33.0,710.0,27.0,No,No,https://www.whirlpool.com/services/manuals.html
WHIRLPOOL,(5A.) Refrigerator-freezer - automatic defrost with bottom-mounted freezer with through-the-door ice service,7w5ab40-17,WRX735SDH*,29.6,683.0,24.5,No,No,https://www.whirlpool.com/services/manuals.html
Whirlpool,(5I.) Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,4w5iz00-18,WRF540CWB*,24.3,563.0,20.0,No,No,https://www.whirlpool.com/services/manuals.html
MAYTAG,(5I.) Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,4w5iz00-18,MFC2062FE***,24.3,563.0,20.0,No,No,https://www.whirlpool.com/services/manuals.html
MAYTAG,(5I.) Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,4w5iz00-18,MFC2062DEM*,24.3,563.0,20.0,No,No,https://www.whirlpool.com/services/manuals.html
KITCHENAID,(5I.) Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,4w5iz00-18,KRFC300E****,24.3,563.0,20.0,No,No,https://www.whirlpool.com/services/manuals.html
KITCHENAID,(5I.) Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,4w5iz00-18,KBFS20EC*,24.3,563.0,20.0,No,No,https://www.whirlpool.com/services/manuals.html
KENMORE,(10.) Chest freezers and all other freezers except compact freezers,BC/BD-256NA,111.1799####,15.5,218.0,8.8,No,No,By annual report date
KENMORE,(10.) Chest freezers and all other freezers except compact freezers,BC/BD-256NA,1799#,15.5,218.0,8.8,No,No,By annual report date
KENMORE,(10.) Chest freezers and all other freezers except compact freezers,BD-375NA,111.1768####,22.9,268.0,13.0,No,No,By annual report date
KENMORE,(10.) Chest freezers and all other freezers except compact freezers,BD-375NA,1768#,22.9,268.0,13.0,No,No,By annual report date
Sharp,(5.) Refrigerator-freezers - automatic defrost with bottom-mounted freezer without an automatic icemaker,FFRBI1836-36**,SFRBI1836-36**,24.7,458.0,19.3,No,No,By annual report date
FORNO,(7.) Refrigerator-freezers - automatic defrost with side-mounted freezer with through-the-door ice service,BCD-606WI,ZFRBI1844-36**,25.0,560.0,20.0,No,No,By annual report date
FORNO,(7.) Refrigerator-freezers - automatic defrost with side-mounted freezer with through-the-door ice service,BCD-606WI,SFRBI1844-36**,25.0,560.0,20.0,No,No,By annual report date
FORNO,(7.) Refrigerator-freezers - automatic defrost with side-mounted freezer with through-the-door ice service,BCD-606WI,FFRBI1844-36**,25.0,560.0,20.0,No,No,By annual report date
FORNO,(5I.) Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,BCD-513WI,XFFFD1974-31**,21.3,512.0,17.5,No,No,By annual report date
FORNO,(5I.) Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,BCD-513WI,SFFFD1974-31**,21.3,512.0,17.5,No,No,By annual report date
FORNO,(5I.) Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,BCD-513WI,CFFFD1974-31**,21.3,512.0,17.5,No,No,By annual report date
FORNO,(5I.) Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,BCD-513WI,EFFFD1974-31**,21.3,512.0,17.5,No,No,By annual report date
FORNO,(5I.) Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,FFRBI1820-36**,ZFRBI1820-36**,24.7,539.0,19.3,No,No,By annual report date
Crosley,(5I.) Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,FFRBI1820-36**,CFRBI1820-36**,24.7,539.0,19.3,No,No,By annual report date
Elisii,(5I.) Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,FFRBI1820-36**,DFRBI1820-36**,24.7,539.0,19.3,No,No,By annual report date
FORNO,(5.) Refrigerator-freezers - automatic defrost with bottom-mounted freezer without an automatic icemaker,FFRBI1836-36**,YFRBI1836-36**,24.7,458.0,19.3,No,No,By annual report date
Elisii,(5.) Refrigerator-freezers - automatic defrost with bottom-mounted freezer without an automatic icemaker,FFRBI1836-36**,DFRBI1836-36**,24.7,458.0,19.3,No,No,By annual report date
FORNO,(4.) Refrigerator-freezers - automatic defrost with side-mounted freezer without an automatic icemaker,BCD-456WAEASCC,FFRBI1812-33S,20.2,460.0,15.6,No,No,By annual report date
FORNO,(4.) Refrigerator-freezers - automatic defrost with side-mounted freezer without an automatic icemaker,BCD-456WAEASCC,FFRBI1899-33B,20.2,460.0,15.6,No,No,By annual report date
FORNO,(4.) Refrigerator-freezers - automatic defrost with side-mounted freezer without an automatic icemaker,BCD-456WAEASCC,FFRBI1882-33W,20.2,460.0,15.6,No,No,By annual report date
WINIA,(3.) Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic icemaker,WTE21****D#,WTE21****D#,25.2,437.0,20.8,No,No,By annual report date
WINIA,(3.) Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic icemaker,WTE21****E#,WTE21****E#,25.2,393.0,20.8,No,No,By annual report date
WINIA,(3.) Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic icemaker,W*TG18***CD#,W*TG18***CD#,22.2,399.0,18.3,No,No,By annual report date
WINIA,(3.) Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic icemaker,WTL18****D,WTL18****D,22.1,399.0,18.2,No,No,By annual report date
WINIA,(3.) Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic icemaker,W*TG18***CE#,W*TG18***CE#,22.2,370.0,18.3,No,No,By annual report date
WINIA,(3.) Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic icemaker,WTE18****E,WTE18****E,22.1,365.0,18.2,No,No,By annual report date
WINIA,(9.) Upright freezers with automatic defrost without an automatic icemaker,W*FU021A*E#,W*FU021A*E#,36.6,450.0,20.8,No,No,By annual report date
WINIA,(9.) Upright freezers with automatic defrost without an automatic icemaker,W*FU021A*D#,W*FU021A*D#,36.6,543.0,20.8,No,No,By annual report date
WINIA,(5I.) Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,WRFS26AB**,WRFS26AB**,32.1,685.0,26.1,No,No,By annual report date
WINIA,(7.) Refrigerator-freezers - automatic defrost with side-mounted freezer with through-the-door ice service,WFRSY22D2*,WFRSY22D2*,24.7,640.0,19.6,No,No,By annual report date
WINIA,(5A.) Refrigerator-freezer - automatic defrost with bottom-mounted freezer with through-the-door ice service,WRFS26D***,WRFS26D***,31.4,698.0,25.5,No,No,By annual report date
WINIA,(17.) Compact upright freezers with automatic defrost,WRSR036H**E#,WRSR036H**E#,6.3,266.0,3.6,No,No,By annual report date
Criterion,(9.) Upright freezers with automatic defrost without an automatic icemaker,CUF208WD#*,CUF208WD#*,36.6,543.0,20.8,No,No,By annual report date
Criterion,(5I.) Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,CFRR261WD#*,CFRR261WD#*,32.1,685.0,26.1,No,No,By annual report date
Criterion,(5A.) Refrigerator-freezer - automatic defrost with bottom-mounted freezer with through-the-door ice service,CFRR255WD#*,CFRR255WD#*,31.4,698.0,25.5,No,No,By annual report date
Criterion,(3.) Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic icemaker,CTMR183**#*,CTMR183**#*,22.2,370.0,18.3,No,No,By annual report date
FORTE,(5.) Refrigerator-freezers - automatic defrost with bottom-mounted freezer without an automatic icemaker,BCD-523W,FFD18ESC250SS,22.7,442.0,17.9,No,No,By annual report date
FORTE,(5I.) Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,BCD-513WI,FFD18ES250SS,21.3,512.0,17.5,No,No,By annual report date
GRS,(4.) Refrigerator-freezers - automatic defrost with side-mounted freezer without an automatic icemaker,BCD-606WAEASCC,GRD 637FFI-SBS,26.3,500.0,20.6,No,No,By annual report date
VITARA,(7.) Refrigerator-freezers - automatic defrost with side-mounted freezer with through-the-door ice service,BCD-606WI,VSBS2001ES,25.0,560.0,20.0,No,No,By annual report date
VITARA,(7.) Refrigerator-freezers - automatic defrost with side-mounted freezer with through-the-door ice service,BCD-606WI,VSBS2001EB,25.0,560.0,20.0,No,No,By annual report date
VITARA,(7.) Refrigerator-freezers - automatic defrost with side-mounted freezer with through-the-door ice service,BCD-606WI,VSBS2001EW,25.0,560.0,20.0,No,No,By annual report date
VITARA,(5I.) Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,BCD-513WI,VFFR1800ESBE,21.3,512.0,17.5,No,No,By annual report date
VITARA,(5I.) Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,BCD-513WI,VFFR1800ESE,21.3,512.0,17.5,No,No,By annual report date
VITARA,(4.) Refrigerator-freezers - automatic defrost with side-mounted freezer without an automatic icemaker,BCD-606WAEASCC,VSBS2100EB,26.3,500.0,20.6,No,No,By annual report date
VITARA,(4.) Refrigerator-freezers - automatic defrost with side-mounted freezer without an automatic icemaker,BCD-606WAEASCC,VSBS2100EW,26.3,500.0,20.6,No,No,By annual report date
Seasons,(11A.) Compact all-refrigerators - manual defrost,HS-121LN(S4NZ),550132,3.3,220.0,3.3,No,No,https://hdsupplysolutions.com
Seasons,(3.) Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic icemaker,HD-663FWENZ,13718*,21.1,398.0,18.0,No,No,https://hdsupplysolutions.com
